src,tgt,weight,transmitter,receptor
ADEL,DA03,1,dopamine,dop-1
ADEL,DA03,1,dopamine,dop-3
ADEL,DA04,1,dopamine,dop-1
ADEL,DA04,1,dopamine,dop-3
ADEL,DA05,1,dopamine,dop-1
ADEL,DA05,1,dopamine,dop-3
ADEL,DA06,1,dopamine,dop-1
ADEL,DA06,1,dopamine,dop-3
ADEL,DA07,1,dopamine,dop-1
ADEL,DA07,1,dopamine,dop-3
ADEL,DA08,1,dopamine,dop-1
ADEL,DA08,1,dopamine,dop-3
ADEL,DA09,1,dopamine,dop-1
ADEL,DA09,1,dopamine,dop-3
ADEL,DB01,1,dopamine,dop-1
ADEL,DB01,1,dopamine,dop-3
ADEL,DB02,1,dopamine,dop-1
ADEL,DB02,1,dopamine,dop-3
ADEL,DB03,1,dopamine,dop-1
ADEL,DB03,1,dopamine,dop-3
ADEL,DB04,1,dopamine,dop-1
ADEL,DB04,1,dopamine,dop-3
ADEL,DB05,1,dopamine,dop-1
ADEL,DB05,1,dopamine,dop-3
ADEL,DB06,1,dopamine,dop-1
ADEL,DB06,1,dopamine,dop-3
ADEL,DB07,1,dopamine,dop-1
ADEL,DB07,1,dopamine,dop-3
ADEL,DD01,1,dopamine,dop-3
ADEL,DD02,1,dopamine,dop-3
ADEL,DD03,1,dopamine,dop-3
ADEL,DD04,1,dopamine,dop-3
ADEL,DD05,1,dopamine,dop-3
ADEL,DD06,1,dopamine,dop-3
ADEL,DVA,1,dopamine,dop-5
ADEL,FLPL,1,dopamine,lgc-53
ADEL,FLPR,1,dopamine,lgc-53
ADEL,HSNL,1,dopamine,lgc-53
ADEL,HSNR,1,dopamine,lgc-53
ADEL,I1L,1,dopamine,dop-4
ADEL,I1R,1,dopamine,dop-4
ADEL,I2L,1,dopamine,dop-4
ADEL,I2R,1,dopamine,dop-4
ADEL,IL2DL,1,dopamine,dop-6
ADEL,IL2DL,1,dopamine,lgc-53
ADEL,IL2DR,1,dopamine,dop-6
ADEL,IL2DR,1,dopamine,lgc-53
ADEL,IL2L,1,dopamine,dop-6
ADEL,IL2L,1,dopamine,lgc-53
ADEL,IL2R,1,dopamine,dop-6
ADEL,IL2R,1,dopamine,lgc-53
ADEL,IL2VL,1,dopamine,dop-6
ADEL,IL2VL,1,dopamine,lgc-53
ADEL,IL2VR,1,dopamine,dop-6
ADEL,IL2VR,1,dopamine,lgc-53
ADEL,M5,1,dopamine,dop-5
ADEL,MI,1,dopamine,dop-5
ADEL,NSML,1,dopamine,dop-3
ADEL,NSMR,1,dopamine,dop-3
ADEL,OLLL,1,dopamine,dop-6
ADEL,OLLR,1,dopamine,dop-6
ADEL,PDA,1,dopamine,dop-2
ADEL,PDEL,1,dopamine,dop-2
ADEL,PDER,1,dopamine,dop-2
ADEL,PHAL,1,dopamine,dop-5
ADEL,PHAL,1,dopamine,dop-6
ADEL,PHAR,1,dopamine,dop-5
ADEL,PHAR,1,dopamine,dop-6
ADEL,PHBL,1,dopamine,dop-5
ADEL,PHBR,1,dopamine,dop-5
ADEL,PHCL,1,dopamine,dop-1
ADEL,PHCR,1,dopamine,dop-1
ADEL,PLML,1,dopamine,dop-1
ADEL,PLMR,1,dopamine,dop-1
ADEL,PLNL,1,dopamine,dop-1
ADEL,PLNR,1,dopamine,dop-1
ADEL,PQR,1,dopamine,dop-4
ADEL,PVDL,1,dopamine,dop-1
ADEL,PVDL,1,dopamine,dop-3
ADEL,PVDL,1,dopamine,lgc-53
ADEL,PVDR,1,dopamine,dop-1
ADEL,PVDR,1,dopamine,dop-3
ADEL,PVDR,1,dopamine,lgc-53
ADEL,PVPR,1,dopamine,lgc-53
ADEL,PVQL,1,dopamine,dop-1
ADEL,PVQL,1,dopamine,dop-6
ADEL,PVQR,1,dopamine,dop-1
ADEL,PVQR,1,dopamine,dop-6
ADEL,PVT,1,dopamine,dop-5
ADEL,RIAL,1,dopamine,dop-2
ADEL,RIAR,1,dopamine,dop-2
ADEL,RIBL,1,dopamine,dop-1
ADEL,RIBL,1,dopamine,dop-5
ADEL,RIBL,1,dopamine,dop-6
ADEL,RIBR,1,dopamine,dop-1
ADEL,RIBR,1,dopamine,dop-5
ADEL,RIBR,1,dopamine,dop-6
ADEL,RICL,1,dopamine,dop-3
ADEL,RICR,1,dopamine,dop-3
ADEL,RID,1,dopamine,dop-2
ADEL,RIH,1,dopamine,dop-6
ADEL,RIML,1,dopamine,dop-1
ADEL,RIMR,1,dopamine,dop-1
ADEL,RIS,1,dopamine,dop-1
ADEL,SIADL,1,dopamine,dop-2
ADEL,SIADL,1,dopamine,dop-3
ADEL,SIADR,1,dopamine,dop-2
ADEL,SIADR,1,dopamine,dop-3
ADEL,SIAVL,1,dopamine,dop-2
ADEL,SIAVL,1,dopamine,dop-3
ADEL,SIAVR,1,dopamine,dop-2
ADEL,SIAVR,1,dopamine,dop-3
ADEL,SIBDL,1,dopamine,dop-2
ADEL,SIBDR,1,dopamine,dop-2
ADEL,SIBVL,1,dopamine,dop-2
ADEL,SIBVR,1,dopamine,dop-2
ADEL,URADL,1,dopamine,dop-6
ADEL,URADR,1,dopamine,dop-6
ADEL,URAVL,1,dopamine,dop-6
ADEL,URAVR,1,dopamine,dop-6
ADEL,URXL,1,dopamine,dop-6
ADEL,URXR,1,dopamine,dop-6
ADEL,URYDL,1,dopamine,lgc-53
ADEL,URYDR,1,dopamine,lgc-53
ADEL,URYVL,1,dopamine,lgc-53
ADEL,URYVR,1,dopamine,lgc-53
ADEL,VA01,1,dopamine,dop-1
ADEL,VA01,1,dopamine,dop-3
ADEL,VA01,1,dopamine,lgc-53
ADEL,VA02,1,dopamine,dop-1
ADEL,VA02,1,dopamine,dop-3
ADEL,VA02,1,dopamine,lgc-53
ADEL,VA03,1,dopamine,dop-1
ADEL,VA03,1,dopamine,dop-3
ADEL,VA03,1,dopamine,lgc-53
ADEL,VA04,1,dopamine,dop-1
ADEL,VA04,1,dopamine,dop-3
ADEL,VA04,1,dopamine,lgc-53
ADEL,VA05,1,dopamine,dop-1
ADEL,VA05,1,dopamine,dop-3
ADEL,VA05,1,dopamine,lgc-53
ADEL,VA06,1,dopamine,dop-1
ADEL,VA06,1,dopamine,dop-3
ADEL,VA06,1,dopamine,lgc-53
ADEL,VA07,1,dopamine,dop-1
ADEL,VA07,1,dopamine,dop-3
ADEL,VA07,1,dopamine,lgc-53
ADEL,VA08,1,dopamine,dop-1
ADEL,VA08,1,dopamine,dop-3
ADEL,VA08,1,dopamine,lgc-53
ADEL,VA09,1,dopamine,dop-1
ADEL,VA09,1,dopamine,dop-3
ADEL,VA09,1,dopamine,lgc-53
ADEL,VA10,1,dopamine,dop-1
ADEL,VA10,1,dopamine,dop-3
ADEL,VA10,1,dopamine,lgc-53
ADEL,VA11,1,dopamine,dop-1
ADEL,VA11,1,dopamine,dop-3
ADEL,VA11,1,dopamine,lgc-53
ADEL,VA12,1,dopamine,dop-1
ADEL,VA12,1,dopamine,dop-3
ADEL,VA12,1,dopamine,lgc-53
ADEL,VB01,1,dopamine,dop-1
ADEL,VB01,1,dopamine,dop-3
ADEL,VB02,1,dopamine,dop-1
ADEL,VB02,1,dopamine,dop-3
ADEL,VB03,1,dopamine,dop-1
ADEL,VB03,1,dopamine,dop-3
ADEL,VB04,1,dopamine,dop-1
ADEL,VB04,1,dopamine,dop-3
ADEL,VB05,1,dopamine,dop-1
ADEL,VB05,1,dopamine,dop-3
ADEL,VB06,1,dopamine,dop-1
ADEL,VB06,1,dopamine,dop-3
ADEL,VB07,1,dopamine,dop-1
ADEL,VB07,1,dopamine,dop-3
ADEL,VB08,1,dopamine,dop-1
ADEL,VB08,1,dopamine,dop-3
ADEL,VB09,1,dopamine,dop-1
ADEL,VB09,1,dopamine,dop-3
ADEL,VB10,1,dopamine,dop-1
ADEL,VB10,1,dopamine,dop-3
ADEL,VB11,1,dopamine,dop-1
ADEL,VB11,1,dopamine,dop-3
ADEL,VD01,1,dopamine,dop-3
ADEL,VD02,1,dopamine,dop-3
ADEL,VD03,1,dopamine,dop-3
ADEL,VD04,1,dopamine,dop-3
ADEL,VD05,1,dopamine,dop-3
ADEL,VD06,1,dopamine,dop-3
ADEL,VD07,1,dopamine,dop-3
ADEL,VD08,1,dopamine,dop-3
ADEL,VD09,1,dopamine,dop-3
ADEL,VD10,1,dopamine,dop-3
ADEL,VD11,1,dopamine,dop-3
ADEL,VD12,1,dopamine,dop-3
ADEL,VD13,1,dopamine,dop-3
ADER,ADAL,1,dopamine,dop-5
ADER,ADAR,1,dopamine,dop-5
ADER,ADEL,1,dopamine,dop-2
ADER,ADER,1,dopamine,dop-2
ADER,ADFL,1,dopamine,dop-6
ADER,ADFR,1,dopamine,dop-6
ADER,AIML,1,dopamine,dop-5
ADER,AIML,1,dopamine,lgc-53
ADER,AIMR,1,dopamine,dop-5
ADER,AIMR,1,dopamine,lgc-53
ADER,AIYL,1,dopamine,dop-5
ADER,AIYR,1,dopamine,dop-5
ADER,ALML,1,dopamine,dop-1
ADER,ALMR,1,dopamine,dop-1
ADER,ALNL,1,dopamine,dop-1
ADER,ALNR,1,dopamine,dop-1
ADER,AS01,1,dopamine,dop-1
ADER,AS01,1,dopamine,dop-3
ADER,AS02,1,dopamine,dop-1
ADER,AS02,1,dopamine,dop-3
ADER,AS03,1,dopamine,dop-1
ADER,AS03,1,dopamine,dop-3
ADER,AS04,1,dopamine,dop-1
ADER,AS04,1,dopamine,dop-3
ADER,AS05,1,dopamine,dop-1
ADER,AS05,1,dopamine,dop-3
ADER,AS06,1,dopamine,dop-1
ADER,AS06,1,dopamine,dop-3
ADER,AS07,1,dopamine,dop-1
ADER,AS07,1,dopamine,dop-3
ADER,AS08,1,dopamine,dop-1
ADER,AS08,1,dopamine,dop-3
ADER,AS09,1,dopamine,dop-1
ADER,AS09,1,dopamine,dop-3
ADER,AS10,1,dopamine,dop-1
ADER,AS10,1,dopamine,dop-3
ADER,AS11,1,dopamine,dop-1
ADER,AS11,1,dopamine,dop-3
ADER,ASEL,1,dopamine,dop-3
ADER,ASEL,1,dopamine,dop-5
ADER,ASER,1,dopamine,dop-3
ADER,ASER,1,dopamine,dop-5
ADER,ASGL,1,dopamine,dop-4
ADER,ASGR,1,dopamine,dop-4
ADER,ASIL,1,dopamine,dop-6
ADER,ASIR,1,dopamine,dop-6
ADER,ASKL,1,dopamine,dop-3
ADER,ASKR,1,dopamine,dop-3
ADER,AUAL,1,dopamine,dop-1
ADER,AUAR,1,dopamine,dop-1
ADER,AVFL,1,dopamine,dop-6
ADER,AVFL,1,dopamine,lgc-53
ADER,AVFR,1,dopamine,dop-6
ADER,AVFR,1,dopamine,lgc-53
ADER,AVL,1,dopamine,dop-4
ADER,AVM,1,dopamine,dop-1
ADER,BDUL,1,dopamine,dop-5
ADER,BDUR,1,dopamine,dop-5
ADER,CANL,1,dopamine,dop-4
ADER,CANL,1,dopamine,lgc-53
ADER,CANR,1,dopamine,dop-4
ADER,CANR,1,dopamine,lgc-53
ADER,CEPDL,1,dopamine,dop-2
ADER,CEPDR,1,dopamine,dop-2
ADER,CEPVL,1,dopamine,dop-2
ADER,CEPVR,1,dopamine,dop-2
ADER,DA01,1,dopamine,dop-1
ADER,DA01,1,dopamine,dop-3
ADER,DA02,1,dopamine,dop-1
ADER,DA02,1,dopamine,dop-3
ADER,DA03,1,dopamine,dop-1
ADER,DA03,1,dopamine,dop-3
ADER,DA04,1,dopamine,dop-1
ADER,DA04,1,dopamine,dop-3
ADER,DA05,1,dopamine,dop-1
ADER,DA05,1,dopamine,dop-3
ADER,DA06,1,dopamine,dop-1
ADER,DA06,1,dopamine,dop-3
ADER,DA07,1,dopamine,dop-1
ADER,DA07,1,dopamine,dop-3
ADER,DA08,1,dopamine,dop-1
ADER,DA08,1,dopamine,dop-3
ADER,DA09,1,dopamine,dop-1
ADER,DA09,1,dopamine,dop-3
ADER,DB01,1,dopamine,dop-1
ADER,DB01,1,dopamine,dop-3
ADER,DB02,1,dopamine,dop-1
ADER,DB02,1,dopamine,dop-3
ADER,DB03,1,dopamine,dop-1
ADER,DB03,1,dopamine,dop-3
ADER,DB04,1,dopamine,dop-1
ADER,DB04,1,dopamine,dop-3
ADER,DB05,1,dopamine,dop-1
ADER,DB05,1,dopamine,dop-3
ADER,DB06,1,dopamine,dop-1
ADER,DB06,1,dopamine,dop-3
ADER,DB07,1,dopamine,dop-1
ADER,DB07,1,dopamine,dop-3
ADER,DD01,1,dopamine,dop-3
ADER,DD02,1,dopamine,dop-3
ADER,DD03,1,dopamine,dop-3
ADER,DD04,1,dopamine,dop-3
ADER,DD05,1,dopamine,dop-3
ADER,DD06,1,dopamine,dop-3
ADER,DVA,1,dopamine,dop-5
ADER,FLPL,1,dopamine,lgc-53
ADER,FLPR,1,dopamine,lgc-53
ADER,HSNL,1,dopamine,lgc-53
ADER,HSNR,1,dopamine,lgc-53
ADER,I1L,1,dopamine,dop-4
ADER,I1R,1,dopamine,dop-4
ADER,I2L,1,dopamine,dop-4
ADER,I2R,1,dopamine,dop-4
ADER,IL2DL,1,dopamine,dop-6
ADER,IL2DL,1,dopamine,lgc-53
ADER,IL2DR,1,dopamine,dop-6
ADER,IL2DR,1,dopamine,lgc-53
ADER,IL2L,1,dopamine,dop-6
ADER,IL2L,1,dopamine,lgc-53
ADER,IL2R,1,dopamine,dop-6
ADER,IL2R,1,dopamine,lgc-53
ADER,IL2VL,1,dopamine,dop-6
ADER,IL2VL,1,dopamine,lgc-53
ADER,IL2VR,1,dopamine,dop-6
ADER,IL2VR,1,dopamine,lgc-53
ADER,M5,1,dopamine,dop-5
ADER,MI,1,dopamine,dop-5
ADER,NSML,1,dopamine,dop-3
ADER,NSMR,1,dopamine,dop-3
ADER,OLLL,1,dopamine,dop-6
ADER,OLLR,1,dopamine,dop-6
ADER,PDA,1,dopamine,dop-2
ADER,PDEL,1,dopamine,dop-2
ADER,PDER,1,dopamine,dop-2
ADER,PHAL,1,dopamine,dop-5
ADER,PHAL,1,dopamine,dop-6
ADER,PHAR,1,dopamine,dop-5
ADER,PHAR,1,dopamine,dop-6
ADER,PHBL,1,dopamine,dop-5
ADER,PHBR,1,dopamine,dop-5
ADER,PHCL,1,dopamine,dop-1
ADER,PHCR,1,dopamine,dop-1
ADER,PLML,1,dopamine,dop-1
ADER,PLMR,1,dopamine,dop-1
ADER,PLNL,1,dopamine,dop-1
ADER,PLNR,1,dopamine,dop-1
ADER,PQR,1,dopamine,dop-4
ADER,PVDL,1,dopamine,dop-1
ADER,PVDL,1,dopamine,dop-3
ADER,PVDL,1,dopamine,lgc-53
ADER,PVDR,1,dopamine,dop-1
ADER,PVDR,1,dopamine,dop-3
ADER,PVDR,1,dopamine,lgc-53
ADER,PVPR,1,dopamine,lgc-53
ADER,PVQL,1,dopamine,dop-1
ADER,PVQL,1,dopamine,dop-6
ADER,PVQR,1,dopamine,dop-1
ADER,PVQR,1,dopamine,dop-6
ADER,PVT,1,dopamine,dop-5
ADER,RIAL,1,dopamine,dop-2
ADER,RIAR,1,dopamine,dop-2
ADER,RIBL,1,dopamine,dop-1
ADER,RIBL,1,dopamine,dop-5
ADER,RIBL,1,dopamine,dop-6
ADER,RIBR,1,dopamine,dop-1
ADER,RIBR,1,dopamine,dop-5
ADER,RIBR,1,dopamine,dop-6
ADER,RICL,1,dopamine,dop-3
ADER,RICR,1,dopamine,dop-3
ADER,RID,1,dopamine,dop-2
ADER,RIH,1,dopamine,dop-6
ADER,RIML,1,dopamine,dop-1
ADER,RIMR,1,dopamine,dop-1
ADER,RIS,1,dopamine,dop-1
ADER,SIADL,1,dopamine,dop-2
ADER,SIADL,1,dopamine,dop-3
ADER,SIADR,1,dopamine,dop-2
ADER,SIADR,1,dopamine,dop-3
ADER,SIAVL,1,dopamine,dop-2
ADER,SIAVL,1,dopamine,dop-3
ADER,SIAVR,1,dopamine,dop-2
ADER,SIAVR,1,dopamine,dop-3
ADER,SIBDL,1,dopamine,dop-2
ADER,SIBDR,1,dopamine,dop-2
ADER,SIBVL,1,dopamine,dop-2
ADER,SIBVR,1,dopamine,dop-2
ADER,URADL,1,dopamine,dop-6
ADER,URADR,1,dopamine,dop-6
ADER,URAVL,1,dopamine,dop-6
ADER,URAVR,1,dopamine,dop-6
ADER,URXL,1,dopamine,dop-6
ADER,URXR,1,dopamine,dop-6
ADER,URYDL,1,dopamine,lgc-53
ADER,URYDR,1,dopamine,lgc-53
ADER,URYVL,1,dopamine,lgc-53
ADER,URYVR,1,dopamine,lgc-53
ADER,VA01,1,dopamine,dop-1
ADER,VA01,1,dopamine,dop-3
ADER,VA01,1,dopamine,lgc-53
ADER,VA02,1,dopamine,dop-1
ADER,VA02,1,dopamine,dop-3
ADER,VA02,1,dopamine,lgc-53
ADER,VA03,1,dopamine,dop-1
ADER,VA03,1,dopamine,dop-3
ADER,VA03,1,dopamine,lgc-53
ADER,VA04,1,dopamine,dop-1
ADER,VA04,1,dopamine,dop-3
ADER,VA04,1,dopamine,lgc-53
ADER,VA05,1,dopamine,dop-1
ADER,VA05,1,dopamine,dop-3
ADER,VA05,1,dopamine,lgc-53
ADER,VA06,1,dopamine,dop-1
ADER,VA06,1,dopamine,dop-3
ADER,VA06,1,dopamine,lgc-53
ADER,VA07,1,dopamine,dop-1
ADER,VA07,1,dopamine,dop-3
ADER,VA07,1,dopamine,lgc-53
ADER,VA08,1,dopamine,dop-1
ADER,VA08,1,dopamine,dop-3
ADER,VA08,1,dopamine,lgc-53
ADER,VA09,1,dopamine,dop-1
ADER,VA09,1,dopamine,dop-3
ADER,VA09,1,dopamine,lgc-53
ADER,VA10,1,dopamine,dop-1
ADER,VA10,1,dopamine,dop-3
ADER,VA10,1,dopamine,lgc-53
ADER,VA11,1,dopamine,dop-1
ADER,VA11,1,dopamine,dop-3
ADER,VA11,1,dopamine,lgc-53
ADER,VA12,1,dopamine,dop-1
ADER,VA12,1,dopamine,dop-3
ADER,VA12,1,dopamine,lgc-53
ADER,VB01,1,dopamine,dop-1
ADER,VB01,1,dopamine,dop-3
ADER,VB02,1,dopamine,dop-1
ADER,VB02,1,dopamine,dop-3
ADER,VB03,1,dopamine,dop-1
ADER,VB03,1,dopamine,dop-3
ADER,VB04,1,dopamine,dop-1
ADER,VB04,1,dopamine,dop-3
ADER,VB05,1,dopamine,dop-1
ADER,VB05,1,dopamine,dop-3
ADER,VB06,1,dopamine,dop-1
ADER,VB06,1,dopamine,dop-3
ADER,VB07,1,dopamine,dop-1
ADER,VB07,1,dopamine,dop-3
ADER,VB08,1,dopamine,dop-1
ADER,VB08,1,dopamine,dop-3
ADER,VB09,1,dopamine,dop-1
ADER,VB09,1,dopamine,dop-3
ADER,VB10,1,dopamine,dop-1
ADER,VB10,1,dopamine,dop-3
ADER,VB11,1,dopamine,dop-1
ADER,VB11,1,dopamine,dop-3
ADER,VD01,1,dopamine,dop-3
ADER,VD02,1,dopamine,dop-3
ADER,VD03,1,dopamine,dop-3
ADER,VD04,1,dopamine,dop-3
ADER,VD05,1,dopamine,dop-3
ADER,VD06,1,dopamine,dop-3
ADER,VD07,1,dopamine,dop-3
ADER,VD08,1,dopamine,dop-3
ADER,VD09,1,dopamine,dop-3
ADER,VD10,1,dopamine,dop-3
ADER,VD11,1,dopamine,dop-3
ADER,VD12,1,dopamine,dop-3
ADER,VD13,1,dopamine,dop-3
ADFL,AIAL,1,serotonin,mod-1
ADFL,AIAR,1,serotonin,mod-1
ADFL,AIBL,1,serotonin,mod-1
ADFL,AIBL,1,serotonin,ser-4
ADFL,AIBR,1,serotonin,mod-1
ADFL,AIBR,1,serotonin,ser-4
ADFL,AIYL,1,serotonin,mod-1
ADFL,AIYR,1,serotonin,mod-1
ADFL,AIZL,1,serotonin,mod-1
ADFL,AIZR,1,serotonin,mod-1
ADFL,ASHL,1,serotonin,ser-5
ADFL,ASHR,1,serotonin,ser-5
ADFL,AVJL,1,serotonin,ser-5
ADFL,AVJR,1,serotonin,ser-5
ADFL,AWBL,1,serotonin,ser-5
ADFL,AWBR,1,serotonin,ser-5
ADFL,DD01,1,serotonin,mod-1
ADFL,DD02,1,serotonin,mod-1
ADFL,DD03,1,serotonin,mod-1
ADFL,DD04,1,serotonin,mod-1
ADFL,DD05,1,serotonin,mod-1
ADFL,DD06,1,serotonin,mod-1
ADFL,DVA,1,serotonin,ser-4
ADFL,DVC,1,serotonin,ser-1
ADFL,DVC,1,serotonin,ser-4
ADFL,I2L,1,serotonin,ser-7
ADFL,I2R,1,serotonin,ser-7
ADFL,I3,1,serotonin,ser-7
ADFL,I4,1,serotonin,ser-7
ADFL,I6,1,serotonin,ser-7
ADFL,M1,1,serotonin,ser-4
ADFL,M2L,1,serotonin,ser-7
ADFL,M2R,1,serotonin,ser-7
ADFL,M3L,1,serotonin,ser-7
ADFL,M3R,1,serotonin,ser-7
ADFL,M4,1,serotonin,ser-7
ADFL,M5,1,serotonin,ser-7
ADFL,MCL,1,serotonin,ser-7
ADFL,MCR,1,serotonin,ser-7
ADFL,NSML,1,serotonin,ser-4
ADFL,NSMR,1,serotonin,ser-4
ADFL,PVQL,1,serotonin,ser-1
ADFL,PVQR,1,serotonin,ser-1
ADFL,PVT,1,serotonin,ser-1
ADFL,PVT,1,serotonin,ser-4
ADFL,RIAL,1,serotonin,ser-1
ADFL,RIAR,1,serotonin,ser-1
ADFL,RIBL,1,serotonin,ser-4
ADFL,RIBR,1,serotonin,ser-4
ADFL,RICL,1,serotonin,mod-1
ADFL,RICL,1,serotonin,ser-1
ADFL,RICR,1,serotonin,mod-1
ADFL,RICR,1,serotonin,ser-1
ADFL,RID,1,serotonin,mod-1
ADFL,RIML,1,serotonin,mod-1
ADFL,RIML,1,serotonin,ser-4
ADFL,RIMR,1,serotonin,mod-1
ADFL,RIMR,1,serotonin,ser-4
ADFL,RIS,1,serotonin,ser-4
ADFL,RMDDL,1,serotonin,ser-1
ADFL,RMDDR,1,serotonin,ser-1
ADFL,RMDL,1,serotonin,ser-1
ADFL,RMDR,1,serotonin,ser-1
ADFL,RMDVL,1,serotonin,ser-1
ADFL,RMDVR,1,serotonin,ser-1
ADFL,RMED,1,serotonin,mod-1
ADFL,RMEL,1,serotonin,mod-1
ADFL,RMER,1,serotonin,mod-1
ADFL,RMEV,1,serotonin,mod-1
ADFL,RMFL,1,serotonin,ser-1
ADFL,RMFR,1,serotonin,ser-1
ADFL,RMHL,1,serotonin,ser-1
ADFL,RMHR,1,serotonin,ser-1
ADFL,URYDL,1,serotonin,ser-1
ADFL,URYDR,1,serotonin,ser-1
ADFL,URYVL,1,serotonin,ser-1
ADFL,URYVR,1,serotonin,ser-1
ADFL,VD01,1,serotonin,mod-1
ADFL,VD02,1,serotonin,mod-1
ADFL,VD03,1,serotonin,mod-1
ADFL,VD04,1,serotonin,mod-1
ADFL,VD05,1,serotonin,mod-1
ADFL,VD06,1,serotonin,mod-1
ADFL,VD07,1,serotonin,mod-1
ADFL,VD08,1,serotonin,mod-1
ADFL,VD09,1,serotonin,mod-1
ADFL,VD10,1,serotonin,mod-1
ADFL,VD11,1,serotonin,mod-1
ADFL,VD12,1,serotonin,mod-1
ADFL,VD13,1,serotonin,mod-1
ADFR,AIAL,1,serotonin,mod-1
ADFR,AIAR,1,serotonin,mod-1
ADFR,AIBL,1,serotonin,mod-1
ADFR,AIBL,1,serotonin,ser-4
ADFR,AIBR,1,serotonin,mod-1
ADFR,AIBR,1,serotonin,ser-4
ADFR,AIYL,1,serotonin,mod-1
ADFR,AIYR,1,serotonin,mod-1
ADFR,AIZL,1,serotonin,mod-1
ADFR,AIZR,1,serotonin,mod-1
ADFR,ASHL,1,serotonin,ser-5
ADFR,ASHR,1,serotonin,ser-5
ADFR,AVJL,1,serotonin,ser-5
ADFR,AVJR,1,serotonin,ser-5
ADFR,AWBL,1,serotonin,ser-5
ADFR,AWBR,1,serotonin,ser-5
ADFR,DD01,1,serotonin,mod-1
ADFR,DD02,1,serotonin,mod-1
ADFR,DD03,1,serotonin,mod-1
ADFR,DD04,1,serotonin,mod-1
ADFR,DD05,1,serotonin,mod-1
ADFR,DD06,1,serotonin,mod-1
ADFR,DVA,1,serotonin,ser-4
ADFR,DVC,1,serotonin,ser-1
ADFR,DVC,1,serotonin,ser-4
ADFR,I2L,1,serotonin,ser-7
ADFR,I2R,1,serotonin,ser-7
ADFR,I3,1,serotonin,ser-7
ADFR,I4,1,serotonin,ser-7
ADFR,I6,1,serotonin,ser-7
ADFR,M1,1,serotonin,ser-4
ADFR,M2L,1,serotonin,ser-7
ADFR,M2R,1,serotonin,ser-7
ADFR,M3L,1,serotonin,ser-7
ADFR,M3R,1,serotonin,ser-7
ADFR,M4,1,serotonin,ser-7
